,,,,,,,,,,
data/audio_wav/000/000000.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000001.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000002.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000003.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000004.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000005.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000006.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000007.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000008.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000009.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000010.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000011.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000012.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000013.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000014.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000015.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000016.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000017.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000018.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000019.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000020.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000021.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000022.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000023.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000024.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000025.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000026.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000027.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000028.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000029.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000030.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000031.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000032.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000033.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000034.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000035.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000036.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000037.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000038.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000039.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000040.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000041.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000042.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000043.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000044.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000045.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000046.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000047.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000048.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/000/000049.wav,1,1,1,1,0,0,0,0,-1,0
data/audio_wav/001/001000.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001001.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001002.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001003.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001004.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001005.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001006.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001007.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001008.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001009.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001010.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001011.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001012.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001013.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001014.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001015.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001016.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001017.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001018.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001019.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001020.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001021.wav,2,1,1,1,0,0,0,0,-1,1
data/audio_wav/001/001022.wav,2,1,1,1,0,0,0,0,-1,1
